Creation Date;Origin;Destination;Topic;Description
Mon Nov 08 2021 00:53:07 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:53:07 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:53:07 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:53:07 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:53:07 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:53:07 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:53:07 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:53:12 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:53:17 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:53:17 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:53:17 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:53:17 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:53:17 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:53:17 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:53:17 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:53:22 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:53:27 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:53:27 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:53:27 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:53:27 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:53:27 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:53:27 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:53:27 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:53:32 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:53:37 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:53:37 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:53:37 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:53:37 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:53:37 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:53:37 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:53:37 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:53:42 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:53:47 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:53:47 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:53:47 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:53:47 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:53:47 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:53:47 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:53:47 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:53:52 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:53:57 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:53:57 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:53:57 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:53:57 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:53:57 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:53:57 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:53:57 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:54:02 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:54:07 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:54:07 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:54:07 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:54:07 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:54:08 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:54:08 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:54:08 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:54:12 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:54:17 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:54:17 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:54:17 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:54:17 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:54:17 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:54:17 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:54:17 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:54:22 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:54:27 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:54:28 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:54:28 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:54:28 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:54:28 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:54:28 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:54:28 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:54:32 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:54:37 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:54:38 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:54:38 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:54:38 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:54:38 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:54:38 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:54:38 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:54:42 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:54:47 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:54:48 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:54:48 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:54:48 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:54:48 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:54:48 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:54:48 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:54:52 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:54:57 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:54:58 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:54:58 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:54:58 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:54:58 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:54:58 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:54:58 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:55:02 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:55:07 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:55:08 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:55:08 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:55:08 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:55:08 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:55:08 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:55:08 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:55:12 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:55:17 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:55:18 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:55:18 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:55:18 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:55:18 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:55:18 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:55:18 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:55:22 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:55:27 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:55:28 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:55:28 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:55:28 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:55:28 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:55:28 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:55:28 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:55:32 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:55:37 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:55:38 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:55:38 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:55:38 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:55:38 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:55:38 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:55:38 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:55:42 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:55:47 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:55:48 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:55:48 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in sala
Mon Nov 08 2021 00:55:48 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:55:48 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/sala/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:55:48 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in sala
Mon Nov 08 2021 00:55:48 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
